database       | 2024-02-20 21:04:18.540 UTC [4071] ERROR:  canceling statement due to user request
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.947","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.953","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.010","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.010","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.010","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.010","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.011","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.012","message":"failed to begin tx"}
database       | 2024-02-20 21:04:21.012 UTC [4297] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:21.012 UTC [4297] CONTEXT:  while rechecking updated tuple (277,2) in relation "balances"
database       | 2024-02-20 21:04:21.012 UTC [4297] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.012","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.012","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.012","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.012","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.012","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.012","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.012","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.016","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.017","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.017","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.023","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.025","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.029","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.044","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.046","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.049","message":"failed to begin tx"}
database       | 2024-02-20 21:04:21.109 UTC [4353] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:21.109 UTC [4353] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
database       | 2024-02-20 21:04:21.109 UTC [4347] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:21.109 UTC [4347] CONTEXT:  while rechecking updated tuple (279,4) in relation "balances"
database       | 2024-02-20 21:04:21.109 UTC [4347] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
database       | 2024-02-20 21:04:21.110 UTC [4347] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:21.110 UTC [4347] FATAL:  connection to client lost
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.110","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.110","message":"failed to begin tx"}
database       | 2024-02-20 21:04:21.110 UTC [4194] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:21.110 UTC [4194] CONTEXT:  while rechecking updated tuple (277,2) in relation "balances"
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.110","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.110","message":"failed to begin tx"}
database       | 2024-02-20 21:04:21.110 UTC [4194] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.110","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.110","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.110","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.111","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.112","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.112","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.116","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.116","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.117","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.117","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.117","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.117","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.117","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.117","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.117","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.117","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.123","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.128","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.136","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.136","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.144","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.145","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.210","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.210","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.210","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.210","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.210","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.211","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.211","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.212","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.212","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.212","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.213","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.213","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.213","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.213","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.213","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.213","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.213","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.213","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.213","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.219","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.227","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.227","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.234","message":"failed to begin tx"}
database       | 2024-02-20 21:04:21.309 UTC [4361] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:21.309 UTC [4361] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
database       | 2024-02-20 21:04:21.309 UTC [4254] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:21.309 UTC [4254] CONTEXT:  while locking tuple (279,5) in relation "balances"
database       | 2024-02-20 21:04:21.309 UTC [4254] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
database       | 2024-02-20 21:04:21.309 UTC [4361] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:21.309 UTC [4254] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:21.309 UTC [4254] FATAL:  connection to client lost
database       | 2024-02-20 21:04:21.310 UTC [4361] FATAL:  connection to client lost
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.310","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.310","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.311","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.311","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.311","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.311","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.311","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.311","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.311","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.311","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.311","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.312","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.312","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.312","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.312","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.312","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.312","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.312","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.312","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.312","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.312","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.313","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.316","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.316","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.323","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.328","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.331","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.346","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.346","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.356","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.410","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.410","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.410","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
database       | 2024-02-20 21:04:21.411 UTC [4290] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:21.411 UTC [4290] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.411","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.412","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.416","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.416","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.416","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.416","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.417","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.418","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.424","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.429","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.443","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.450","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.455","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.474","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.491","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.510","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.510","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.510","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.510","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.510","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.511","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.511","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.511","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.511","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.512","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.512","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.516","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.516","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.516","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.516","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.516","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.516","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.516","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.517","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.517","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.520","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.524","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.528","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.533","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.538","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.564","message":"failed to begin tx"}
database       | 2024-02-20 21:04:21.609 UTC [4362] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:21.609 UTC [4362] CONTEXT:  while updating tuple (276,5) in relation "balances"
database       | 2024-02-20 21:04:21.609 UTC [4362] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.611","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.613","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.613","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.613","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.613","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.613","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.613","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.613","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.613","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.616","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.616","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.617","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.619","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.624","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.629","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.637","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.637","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.643","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.655","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.665","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.682","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.682","message":"failed to begin tx"}
database       | 2024-02-20 21:04:21.710 UTC [4362] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:21.710 UTC [4362] FATAL:  connection to client lost
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.711","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.711","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.711","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.711","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.711","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.712","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.712","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.712","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.712","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.712","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.712","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.715","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.716","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.716","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.716","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.716","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.718","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.719","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.730","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.733","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.737","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.737","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.747","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.747","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.750","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.755","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.768","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.773","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:21.779","message":"failed to begin tx"}
